"Intent","TrainPhrase"
evaluation.update,"{""en-US"": ""Update for a me job evaluation schedule""}"
evaluation.update,"{""en-US"": ""Pls update job eval sch""}"
evaluation.update,"{""en-US"": ""Update job eval schedule""}"
evaluation.update,"{""en-US"": ""Schedule update for eval""}"
evaluation.update,"{""en-US"": ""Schedule update for evaluation""}"
evaluation.update,"{""en-US"": ""I need to update a job evaluation schedule""}"
evaluation.update,"{""en-US"": ""Please up job evaluation schedule""}"
evaluation.update,"{""en-US"": ""evaluation update""}"
evaluation.update,"{""en-US"": ""update eval""}"
externalJobApplication.submit,"{""en-US"": ""Can you please submit job application for external candidate""}"
externalJobApplication.submit,"{""en-US"": ""I need you please submit external job app""}"
externalJobApplication.submit,"{""en-US"": ""Can you please submit external job application""}"
externalJobApplication.submit,"{""en-US"": ""Please submit job app external""}"
externalJobApplication.submit,"{""en-US"": ""Job application external submit""}"
externalJobApplication.submit,"{""en-US"": ""Sub external job application""}"
externalJobApplication.submit,"{""en-US"": ""Submit external job application""}"
externalJobApplication.submit,"{""en-US"": ""E-system, please submit external job application""}"
externalJobApplication.submit,"{""en-US"": ""I want to submit external job application""}"
externalJobApplication.submit,"{""en-US"": ""I need please to submit external job application""}"
externalJobApplication.submit,"{""en-US"": ""Submit external job app""}"
externalJobApplication.submit,"{""en-US"": ""Pls submit external job app""}"
helper.commands,"{""en-US"": ""help commands of the system""}"
helper.commands,"{""en-US"": ""commands I can use""}"
helper.commands,"{""en-US"": ""canonicals I can use""}"
helper.commands,"{""en-US"": ""things I can do""}"
helper.commands,"{""en-US"": ""action I can do""}"
helper.commands,"{""en-US"": ""commands help please""}"
helper.commands,"{""en-US"": ""commands I can perform""}"
helper.commands,"{""en-US"": ""questions help please""}"
helper.commands,"{""en-US"": ""help with commands""}"
helper.commands,"{""en-US"": ""available command""}"
helper.commands,"{""en-US"": ""available commands""}"
helper.commands,"{""en-US"": ""available actions""}"
helper.intents,"{""en-US"": ""Give me the list of available actions""}"
helper.intents,"{""en-US"": ""I want to know more about possible actions""}"
helper.intents,"{""en-US"": ""Available intents""}"
helper.intents,"{""en-US"": ""List of possible functions""}"
helper.intents,"{""en-US"": ""List of intents""}"
helper.intents,"{""en-US"": ""List of available intents""}"
helper.intents,"{""en-US"": ""Which intents can i use""}"
helper.intents,"{""en-US"": ""Available actions""}"
helper.intents,"{""en-US"": ""What intents are ready""}"
helper.intents,"{""en-US"": ""help""}"
helper.intents,"{""en-US"": ""I need some help""}"
helper.intents,"{""en-US"": ""please help""}"
helper.intents,"{""en-US"": ""I need some guidance""}"
helper.intents,"{""en-US"": ""I need support""}"
helper.intents,"{""en-US"": ""support please""}"
helper.intents,"{""en-US"": ""please give me a hand""}"
helper.intents,"{""en-US"": ""give some guidance""}"
helper.questions,"{""en-US"": ""help questions of the system""}"
helper.questions,"{""en-US"": ""what can i ask to the system""}"
helper.questions,"{""en-US"": ""system questions""}"
helper.questions,"{""en-US"": ""helper questions""}"
helper.questions,"{""en-US"": ""questions help please""}"
helper.questions,"{""en-US"": ""help with questions""}"
helper.questions,"{""en-US"": ""available question""}"
helper.questions,"{""en-US"": ""available question""}"
internalJobApplication.submit,"{""en-US"": ""Can you please submit job application for internal candidate""}"
internalJobApplication.submit,"{""en-US"": ""Submission of internal job application""}"
internalJobApplication.submit,"{""en-US"": ""E-system, can you please submit internal job app""}"
internalJobApplication.submit,"{""en-US"": ""Can you please submit internal job application""}"
internalJobApplication.submit,"{""en-US"": ""Please submit job app internal""}"
internalJobApplication.submit,"{""en-US"": ""Submit internal job application""}"
internalJobApplication.submit,"{""en-US"": ""Submit internal job appplication""}"
internalJobApplication.submit,"{""en-US"": ""I want to submit internal job application""}"
internalJobApplication.submit,"{""en-US"": ""Submit internal job app""}"
internalJobApplication.submit,"{""en-US"": ""Pls submit internal job app""}"
internalJobApplication.submit,"{""en-US"": ""I need please to submit internal job application""}"
internalJobApplication.submit,"{""en-US"": ""Job application internal submit""}"
job.activate,"{""en-US"": ""start job activation""}"
job.activate,"{""en-US"": ""launch job""}"
job.activate,"{""en-US"": ""open job""}"
job.activate,"{""en-US"": ""switch on job""}"
job.activate,"{""en-US"": ""turn on job""}"
job.activate,"{""en-US"": ""initiate job""}"
job.activate,"{""en-US"": ""activate job""}"
job.activate,"{""en-US"": ""activate new job""}"
job.activate,"{""en-US"": ""new job activ""}"
job.activate,"{""en-US"": ""make new job activation""}"
job.activate,"{""en-US"": ""please turn on new job""}"
job.activate,"{""en-US"": ""activation of a new job""}"
job.create,"{""en-US"": ""establish job""}"
job.create,"{""en-US"": ""set up job""}"
job.create,"{""en-US"": ""make job""}"
job.create,"{""en-US"": ""add job""}"
job.create,"{""en-US"": ""Create job""}"
job.create,"{""en-US"": ""start job""}"
job.create,"{""en-US"": ""new job""}"
job.create,"{""en-US"": ""Can you help me to create a new job""}"
job.create,"{""en-US"": ""Can you please create new job""}"
job.create,"{""en-US"": ""Setup new job""}"
job.create,"{""en-US"": ""Setup job""}"
job.create,"{""en-US"": ""Please create new job""}"
job.create,"{""en-US"": ""Create new job""}"
job.create,"{""en-US"": ""I want to create a new job""}"
job.deactivate,"{""en-US"": ""do job deactivation""}"
job.deactivate,"{""en-US"": ""stop job""}"
job.deactivate,"{""en-US"": ""turn off job""}"
job.deactivate,"{""en-US"": ""shut off job""}"
job.deactivate,"{""en-US"": ""inactivate job""}"
job.deactivate,"{""en-US"": ""disconnect job""}"
job.deactivate,"{""en-US"": ""disable job""}"
job.deactivate,"{""en-US"": ""deactivate job""}"
job.deactivate,"{""en-US"": ""deactivation of job""}"
job.deactivate,"{""en-US"": ""make job deactive""}"
job.deactivate,"{""en-US"": ""make job innactivation""}"
job.deactivate,"{""en-US"": ""stop a job""}"
job.deactivate,"{""en-US"": ""do job disable""}"
job.delete,"{""en-US"": ""get rid of job""}"
job.delete,"{""en-US"": ""take away job""}"
job.delete,"{""en-US"": ""eliminate job""}"
job.delete,"{""en-US"": ""remove job""}"
job.delete,"{""en-US"": ""delete job""}"
job.delete,"{""en-US"": ""delete a job please""}"
job.delete,"{""en-US"": ""I need to take a job away""}"
job.delete,"{""en-US"": ""elim job position please""}"
job.delete,"{""en-US"": ""i need to get rid of a job now""}"
job.delete,"{""en-US"": ""remove a job position""}"
job.delete,"{""en-US"": ""rem a job""}"
job.delete,"{""en-US"": ""eliminate a job""}"
job.delete,"{""en-US"": ""please elim job""}"
job.update,"{""en-US"": ""correct job""}"
job.update,"{""en-US"": ""edit job""}"
job.update,"{""en-US"": ""adjust job""}"
job.update,"{""en-US"": ""modify job""}"
job.update,"{""en-US"": ""change job""}"
job.update,"{""en-US"": ""update job""}"
job.update,"{""en-US"": ""make adjustments to job""}"
job.update,"{""en-US"": ""job needs update""}"
job.update,"{""en-US"": ""adjustments in job""}"
job.update,"{""en-US"": ""modif job""}"
job.update,"{""en-US"": ""corrections to job""}"
job.update,"{""en-US"": ""some changes on job""}"
job.update,"{""en-US"": ""make adjustments to job""}"
jobApplication.evaluate,"{""en-US"": ""Can you please help me to evaluate a job application""}"
jobApplication.evaluate,"{""en-US"": ""Help me evaluate a job application""}"
jobApplication.evaluate,"{""en-US"": ""Evaluate a candidate job application""}"
jobApplication.evaluate,"{""en-US"": ""I need to evaluate a candidate job application""}"
jobApplication.evaluate,"{""en-US"": ""Eval job application""}"
jobApplication.evaluate,"{""en-US"": ""Please evaluate job application""}"
jobApplication.evaluate,"{""en-US"": ""Evaluate job application""}"
jobApplication.evaluate,"{""en-US"": ""I need to evaluate a candidate application for a job""}"
jobApplication.reject,"{""en-US"": ""eliminate job app""}"
jobApplication.reject,"{""en-US"": ""decline job app""}"
jobApplication.reject,"{""en-US"": ""application rejection""}"
jobApplication.reject,"{""en-US"": ""deny job application""}"
jobApplication.reject,"{""en-US"": ""say no to job app""}"
jobApplication.reject,"{""en-US"": ""do not accept application""}"
jobApplication.reject,"{""en-US"": ""reject job application""}"
jobApplication.reject,"{""en-US"": ""elim job application""}"
jobApplication.reject,"{""en-US"": ""decline a job application""}"
jobApplication.reject,"{""en-US"": ""reject job app""}"
jobApplication.reject,"{""en-US"": ""not accept job app""}"
jobApplication.reject,"{""en-US"": ""deny job app""}"
jobApplication.update,"{""en-US"": ""correct application""}"
jobApplication.update,"{""en-US"": ""edit job app""}"
jobApplication.update,"{""en-US"": ""adjust job application""}"
jobApplication.update,"{""en-US"": ""modify application""}"
jobApplication.update,"{""en-US"": ""change job app""}"
jobApplication.update,"{""en-US"": ""update job application""}"
jobApplication.update,"{""en-US"": ""correct job application""}"
jobApplication.update,"{""en-US"": ""update job app""}"
jobApplication.update,"{""en-US"": ""adjust job app""}"
jobApplication.update,"{""en-US"": ""make update to job application""}"
jobApplication.update,"{""en-US"": ""edit job application""}"
jobApplication.update,"{""en-US"": ""change a job application please""}"
jobApplication.withdraw,"{""en-US"": ""I don't want to submit job app any more""}"
jobApplication.withdraw,"{""en-US"": ""please don't submit job app""}"
jobApplication.withdraw,"{""en-US"": ""withdraw job pp""}"
jobApplication.withdraw,"{""en-US"": ""don't submit job application""}"
jobApplication.withdraw,"{""en-US"": ""don't want to submit application""}"
jobApplication.withdraw,"{""en-US"": ""changed mind about job app""}"
jobApplication.withdraw,"{""en-US"": ""withdraw job application""}"
jobApplication.withdraw,"{""en-US"": ""withdraw job app""}"
jobApplication.withdraw,"{""en-US"": ""I don't want to submit job app""}"
jobApplication.withdraw,"{""en-US"": ""withdraw job app""}"
jobApplication.withdraw,"{""en-US"": ""no submit job application""}"
jobApplicationInterest.confirm,"{""en-US"": ""position interest certification""}"
jobApplicationInterest.confirm,"{""en-US"": ""job app interest validation""}"
jobApplicationInterest.confirm,"{""en-US"": ""job application interest confirmation""}"
jobApplicationInterest.confirm,"{""en-US"": ""confirm application interest""}"
jobApplicationInterest.confirm,"{""en-US"": ""validate job app interest""}"
jobApplicationInterest.confirm,"{""en-US"": ""application interest verification""}"
jobApplicationInterest.confirm,"{""en-US"": ""verify app interest""}"
jobApplicationInterest.confirm,"{""en-US"": ""certify job application interest""}"
jobApplicationInterest.confirm,"{""en-US"": ""confirm job application interest""}"
jobApplicationInterest.confirm,"{""en-US"": ""verify interesta on job app""}"
jobApplicationInterest.confirm,"{""en-US"": ""confirm job app interest""}"
jobApplicationInterest.confirm,"{""en-US"": ""Certify that I have interest in job application""}"
jobApplicationInterest.confirm,"{""en-US"": ""Validate my interest in job application""}"
jobApplicationInterest.confirm,"{""en-US"": ""Certify interest in job application""}"
jobBoard.create,"{""en-US"": ""establish job board""}"
jobBoard.create,"{""en-US"": ""set up job board""}"
jobBoard.create,"{""en-US"": ""make job board""}"
jobBoard.create,"{""en-US"": ""start job board""}"
jobBoard.create,"{""en-US"": ""create job board""}"
jobBoard.create,"{""en-US"": ""add job board""}"
jobBoard.create,"{""en-US"": ""new job board""}"
jobBoard.create,"{""en-US"": ""make me a new job board""}"
jobBoard.create,"{""en-US"": ""establish a new job board""}"
jobBoard.create,"{""en-US"": ""Creation of a new job board""}"
jobBoard.create,"{""en-US"": ""job board new""}"
jobBoard.create,"{""en-US"": ""setup a a new job board""}"
jobBoard.delete,"{""en-US"": ""Please remove job board""}"
jobBoard.delete,"{""en-US"": ""rem job board""}"
jobBoard.delete,"{""en-US"": ""del job board""}"
jobBoard.delete,"{""en-US"": ""delete job board""}"
jobBoard.delete,"{""en-US"": ""eliminate job board""}"
jobBoard.delete,"{""en-US"": ""get rid of job board""}"
jobBoard.delete,"{""en-US"": ""take away job board""}"
jobBoard.delete,"{""en-US"": ""remove job board""}"
jobBoard.delete,"{""en-US"": ""elim job boaard""}"
jobBoard.delete,"{""en-US"": ""I need to eliminate a job board""}"
jobBoard.delete,"{""en-US"": ""I neet to take away a job board""}"
jobBoard.delete,"{""en-US"": ""make job board deleted""}"
jobBoard.update,"{""en-US"": ""correct job board""}"
jobBoard.update,"{""en-US"": ""adjust job board""}"
jobBoard.update,"{""en-US"": ""update job board""}"
jobBoard.update,"{""en-US"": ""change job board""}"
jobBoard.update,"{""en-US"": ""modify job board""}"
jobBoard.update,"{""en-US"": ""edit job board""}"
jobBoard.update,"{""en-US"": ""please correct a job board""}"
